Id,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
3555,559625ff-3a83-42d4-86a2-63691caaf8df,626438,Lead Add Form,Reference,No,No,1,,636,,,,Human Resource Management,Select,Housewife,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified
4172,96f9b592-a64e-4353-9d02-7914e45157c8,619884,Landing Page Submission,Google,No,No,0,6.0,1217,6.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities,,,,,No,No,SMS Sent
3822,89b94e0d-7def-458d-96e1-31768dd0a33d,623427,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
9038,7ba9f37b-96a0-4f86-ae68-c24a4f75c709,581123,Landing Page Submission,Direct Traffic,No,No,0,6.0,29,3.0,SMS Sent,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
7284,843e01a2-d0f8-4a37-b4b2-b18e93736f33,593559,API,Organic Search,No,No,0,4.0,104,2.0,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
4705,9ce1d04b-78ee-4b92-9799-b79bf64d1d87,614668,Landing Page Submission,Direct Traffic,No,No,0,7.0,1402,7.0,SMS Sent,India,Retail Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,,,,,No,No,SMS Sent
8005,2d4236ef-fd3d-4493-9c54-db04770d5804,588485,Landing Page Submission,Organic Search,Yes,No,0,6.0,124,2.0,Page Visited on Website,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Thane & Outskirts,01.High,02.Medium,16.0,14.0,No,No,Page Visited on Website
5155,4fea82d2-fdf8-424d-9ffa-48adc06672a7,610418,API,Google,No,No,0,3.0,152,3.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Low in Relevance,No,No,Other Leads,Select,,,,,No,No,Modified
3876,3b646a57-76c0-4944-99b7-3d691fb035fc,622851,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,SMS Sent
4686,cd395003-8649-402e-98e0-d49d94e29417,614819,Landing Page Submission,Direct Traffic,No,No,1,19.0,312,2.38,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,Yes,SMS Sent
2436,b5682168-4f39-45b3-a737-3673e602c598,636280,Landing Page Submission,Google,No,No,0,5.0,41,5.0,SMS Sent,India,Media and Advertising,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13.0,15.0,No,Yes,Modified
3563,28b7d342-ca65-46eb-afc9-aa42b38e79c1,626337,Landing Page Submission,Direct Traffic,No,No,1,2.0,702,2.0,SMS Sent,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
5653,98602621-8da4-4b86-8517-19b8829328b2,606618,Landing Page Submission,Direct Traffic,No,No,1,2.0,918,2.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Leads,Other Cities,,,,,No,Yes,Email Opened
4611,bff06713-a417-4a74-b763-08008725f1c3,615556,API,Olark Chat,No,No,0,0.0,0,0.0,Page Visited on Website,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,01.High,02.Medium,17.0,14.0,No,No,Page Visited on Website
6473,362134b8-3c32-426c-88af-6282cf1909d8,600258,Landing Page Submission,Organic Search,No,No,1,7.0,1149,3.5,Email Opened,India,"Banking, Investment And Insurance",Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Select,Other Cities,,,,,No,No,Email Opened
2131,60439638-e8e3-4494-8d09-90f545b0ed85,639282,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,15.0,17.0,No,No,Modified
7807,bfef10c4-453e-44bc-a3e7-e922a6d007c3,589943,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified
7522,7547c54d-b8d4-4187-8399-01a435fa372b,591899,Landing Page Submission,Direct Traffic,No,No,0,4.0,395,1.33,Email Opened,India,Select,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,Email Opened
6703,3797a6ec-779b-4755-8cf9-0dbbc2a98db2,598355,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,218,1.0,Email Bounced,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified
1975,faa43523-ce8d-4404-a1a6-ed66a924fa66,640502,Landing Page Submission,Google,Yes,No,0,5.0,889,5.0,Page Visited on Website,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,No,Modified
1079,87cc69e8-21fd-4e4e-9fa7-aaa5ac22771a,648526,Landing Page Submission,Google,No,No,1,4.0,634,4.0,SMS Sent,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,SMS Sent
1790,e3e25093-9bdd-4ce5-95ff-e8e868b918c9,642052,Landing Page Submission,Google,No,No,0,3.0,251,3.0,SMS Sent,India,,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
4286,868b9ff7-d920-44fc-9643-f92a481ebcef,618835,Landing Page Submission,Direct Traffic,No,No,0,1.0,165,1.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Modified
267,b188ce42-4d14-4a53-80fb-e554ce3959ca,657611,Lead Add Form,Reference,No,No,1,,1704,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,Modified
9081,22df3329-c233-4c5d-8a49-47f6fe121c32,580734,Landing Page Submission,Organic Search,Yes,No,0,2.0,325,2.0,Email Bounced,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
1366,fe7ddf24-780f-41e4-8a3a-b0b025b4c145,645563,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation
2541,8b2891a1-4d88-4a7b-99e7-e3c8ceb053eb,635315,Landing Page Submission,Direct Traffic,No,No,1,5.0,44,5.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Tier II Cities,02.Medium,01.High,15.0,17.0,No,Yes,SMS Sent
212,b6a07644-72d3-40b7-9c75-f996c6ee96a0,658258,Lead Add Form,Reference,No,No,1,,1070,,,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,No,Modified
5748,f9668d9e-1d63-4ba7-afc4-7f40f1d29114,605681,Landing Page Submission,Google,No,No,0,5.0,93,5.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Other Cities of Maharashtra,,,,,No,No,SMS Sent
8366,b29d1880-b28a-44fd-8dfa-a3b14839ba3f,585977,Landing Page Submission,Direct Traffic,No,No,0,3.0,2087,3.0,SMS Sent,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,SMS Sent
1517,34a8ad95-b6ea-45dd-abd4-3b7b97efec84,644211,Landing Page Submission,Organic Search,No,No,1,11.0,374,11.0,Email Opened,India,Travel and Tourism,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,01.High,02.Medium,16.0,16.0,No,Yes,Email Opened
4171,ec13cbb5-1c38-44cd-92b3-352ca1576d52,619890,Landing Page Submission,Direct Traffic,No,No,1,6.0,78,6.0,Page Visited on Website,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Thane & Outskirts,,,,,No,Yes,Modified
7565,4e36a281-9cdc-4c97-ba7e-ee96285fc15f,591620,Lead Add Form,Reference,No,No,1,2.0,252,1.0,Page Visited on Website,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,01.High,01.High,16.0,17.0,No,No,Modified
9094,e27fca86-6f0a-46f8-822e-a44fbf4fc075,580662,API,Google,Yes,No,1,2.0,759,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in Next batch,Might be,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent
6576,a8ec6419-b33f-427d-af9f-e5e7a99bfba4,599351,Landing Page Submission,Direct Traffic,No,No,1,4.0,98,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent
2926,718768b0-f735-420e-b640-ea43afa62151,631641,Landing Page Submission,Google,No,No,1,4.0,1512,4.0,SMS Sent,India,Retail Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent
8595,f3f4c975-63c8-4f0b-b1ec-b6ddb8c808f0,584185,Landing Page Submission,Direct Traffic,No,No,0,2.0,252,2.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,Yes,Modified
4307,6e38d61a-9b63-43a5-8e7e-19eebcbc2961,618500,Landing Page Submission,Organic Search,No,No,0,4.0,1098,4.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened
5052,24c94d8d-3f76-46dd-89ff-83dc912a5d8b,611316,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent
6385,bb36a31d-e977-4dcf-989d-e3c63855be34,600947,Landing Page Submission,Organic Search,No,No,0,4.0,206,4.0,Email Opened,India,"Banking, Investment And Insurance",Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Thane & Outskirts,,,,,No,No,Email Opened
1704,548ac2f7-3664-48d9-8fd6-eeb0938c3585,642834,API,Google,No,No,1,4.0,262,4.0,SMS Sent,France,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Other Leads,Other Metro Cities,02.Medium,02.Medium,15.0,14.0,No,No,Modified
4040,c99ad519-f9b4-450a-8f6b-2faf934b15de,621262,Landing Page Submission,Direct Traffic,No,No,0,10.0,416,1.43,Form Submitted on Website,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,03.Low,01.High,11.0,17.0,No,No,Modified
2761,59cdbd28-d8a6-4b86-9709-4d654d1b0dc9,633132,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
2434,c0943a42-21b6-4c6a-8c8e-923af13be7b1,636317,Landing Page Submission,Organic Search,No,No,1,2.0,969,2.0,SMS Sent,India,Marketing Management,SMS,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,No,No,SMS Sent
3254,c9ec2096-df69-4b52-9cd5-68bc85a06ab7,628845,Landing Page Submission,Google,No,No,0,4.0,240,2.0,Converted to Lead,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Modified
4777,ff2cfacf-bf20-4c2b-aa23-12d5f9f090fb,614091,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified
3363,1ab4347a-252d-4d68-b178-6a924cc08c19,627932,Landing Page Submission,Direct Traffic,No,No,0,2.0,271,2.0,Email Opened,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
136,42976847-bdd7-4472-8c0a-5d4489fd20fb,659142,Landing Page Submission,Direct Traffic,No,No,0,4.0,291,4.0,Olark Chat Conversation,India,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14.0,16.0,No,Yes,Modified
4767,c2df0f0f-a4cc-4133-9059-cf133e5b8888,614140,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Olark Chat Conversation
5757,de5cff96-cb71-4bb5-b2e6-9cfc34d81e36,605606,Landing Page Submission,Direct Traffic,No,No,1,4.0,1933,4.0,SMS Sent,India,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,SMS Sent
6082,cdde4de9-2b6f-4ae4-9599-f24921a9dd63,603166,Landing Page Submission,Direct Traffic,No,No,0,17.0,1103,4.25,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
8047,25e02ba6-61ff-41ea-adb8-7392d4c7d2a3,588132,Landing Page Submission,Google,No,No,1,9.0,1339,3.0,Form Submitted on Website,India,Human Resource Management,Other,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified
5370,0ed18e6a-a8ec-4c3d-a9fb-81f355d6a8aa,608636,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,171,2.0,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
8747,5dfcc079-63dc-43df-94f8-7753404b6c1b,583075,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened
3080,ff1f7582-cb7b-4b94-9cdc-3d0d0afdd9a3,630422,Landing Page Submission,Google,No,No,0,10.0,524,1.67,Page Visited on Website,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Mumbai,01.High,01.High,17.0,18.0,No,Yes,Modified
7700,7e1484f1-a34e-46ea-8f87-1432645f32f8,590747,Landing Page Submission,Google,No,No,0,4.0,347,4.0,Email Opened,India,Media and Advertising,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,17.0,No,No,Email Opened
6476,e699f004-7713-40b0-ade6-58d2cac4f046,600228,Landing Page Submission,Direct Traffic,No,No,0,8.0,69,2.67,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Tier II Cities,,,,,No,No,Email Opened
7813,8dafc7c8-2e0e-4bac-b9f2-3a773b5a531f,589866,Landing Page Submission,Google,No,No,0,3.0,260,3.0,Form Submitted on Website,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),Might be,No,No,Select,Thane & Outskirts,03.Low,01.High,9.0,17.0,No,No,Modified
1693,e720d909-348e-4b54-9a72-222f83ce8344,642933,Landing Page Submission,Direct Traffic,No,No,1,3.0,1250,3.0,SMS Sent,India,IT Projects Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,No,Yes,SMS Sent
7221,8b62718b-8bec-4dae-a366-54cfaf02035b,594035,Landing Page Submission,Google,No,No,0,4.0,30,2.0,Olark Chat Conversation,India,IT Projects Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Diploma holder (Not Eligible),,No,No,Select,Mumbai,,,,,No,No,Olark Chat Conversation
7013,bfe27a1d-ff5c-477d-a0e0-3c5c871b1a4d,595825,Landing Page Submission,Organic Search,No,No,1,9.0,1354,3.0,Email Opened,United Arab Emirates,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Other Cities,,,,,No,Yes,Modified
8648,21971f1f-fe8d-4f44-9cee-d0899b8aa74f,583735,Landing Page Submission,Direct Traffic,No,No,1,2.0,1019,2.0,SMS Sent,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15.0,19.0,No,Yes,SMS Sent
4760,ccb26fef-d98f-48b1-ab37-a808dd812b1b,614202,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,426,4.0,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,Yes,Modified
9224,18930f11-41cd-42d1-96d7-34ac870174cb,579753,Landing Page Submission,Google,No,No,0,4.0,455,4.0,Form Submitted on Website,India,Operations Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Potential Lead,Mumbai,03.Low,01.High,12.0,20.0,No,No,Modified
1237,ccb8f4e8-2d92-4de0-8693-4e543e85f5a9,646755,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation
6038,7f022c62-9ca8-418e-986a-cbfd60c0bf40,603501,Landing Page Submission,Direct Traffic,No,No,0,4.0,261,4.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,,,,,No,Yes,SMS Sent
8196,11447817-7e65-4620-a9d4-dfa53da4fe6c,587310,API,Organic Search,No,No,0,2.0,228,1.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Email Opened
1413,e186ebc0-250f-4f4e-a766-f328497bca65,645271,Landing Page Submission,Google,No,No,0,4.0,1805,4.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened
5723,408173b5-4b49-4244-b4e7-6985ecb78726,606035,Landing Page Submission,Organic Search,No,No,1,21.0,1587,3.5,SMS Sent,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent
4180,970997d7-12e5-43c7-b3f3-95cb14acfcd8,619786,Landing Page Submission,Direct Traffic,No,No,1,2.0,1436,2.0,SMS Sent,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,,,,,No,Yes,Modified
6664,4be71c12-4790-4001-8502-404fc2a7f880,598752,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1606,1.0,Email Bounced,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Email Bounced
8628,c1b3ce9e-c156-4e69-905d-584a7b5789ec,583887,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,40,3.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Potential Lead,Mumbai,03.Low,01.High,10.0,20.0,No,Yes,SMS Sent
9161,f7be526c-545a-4f54-af8d-9d8d83c9a448,580206,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,351,3.0,Page Visited on Website,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,01.High,01.High,17.0,18.0,No,No,Modified
2615,a0e1b6d0-2981-41be-84b7-df2981440ac6,634459,Landing Page Submission,Direct Traffic,No,No,0,4.0,325,2.0,Email Opened,India,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Email Opened
126,b2c0f21b-97b3-4d4e-ad9c-9af95f2654f3,659238,Landing Page Submission,Direct Traffic,No,No,0,1.0,127,1.0,Converted to Lead,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Modified
4395,0aba2601-9a34-404e-ab33-aa03ffb79386,617625,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened
638,7df9db7e-7ca4-4424-a7ea-a101f24ad5d8,653919,API,Referral Sites,No,No,0,6.0,208,6.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,13.0,No,No,Email Opened
5266,31adbf39-cc5e-403a-86e6-56e111faadca,609397,API,Direct Traffic,No,No,1,3.0,1759,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
1129,498ba960-4e52-11e6-96be-22000aa8e760,647980,Lead Import,Facebook,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,15.0,13.0,No,No,SMS Sent
7053,084f5caa-eca5-4384-ac96-70eae48313fc,595576,API,Google,No,No,1,4.0,1483,2.0,Had a Phone Conversation,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,,,,,No,No,Had a Phone Conversation
4425,3508d243-e72e-4b7a-ab0d-56f33a7bb85f,617259,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,SMS Sent
4494,623c7e43-c80c-44ef-a640-2815873ab838,616586,API,Referral Sites,No,No,1,2.0,476,1.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent
2062,7944a170-ad63-456b-a3f6-c2e19c6374fc,639709,API,Google,No,No,0,1.0,176,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified
1381,bae120ed-00d3-4000-9092-5bfa0204590a,645457,API,Google,No,No,1,3.0,1319,3.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened
3793,423db80e-c131-4b1c-b226-ebaa018c4a6f,623733,Landing Page Submission,Organic Search,No,No,0,5.0,227,5.0,Email Opened,Qatar,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Metro Cities,,,,,No,Yes,Email Opened
2607,a7facb58-a50e-44a4-9c05-5a43fe9d01ca,634536,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,162,1.0,Email Bounced,India,IT Projects Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Low in Relevance,No,No,Other Leads,Tier II Cities,02.Medium,02.Medium,15.0,14.0,No,Yes,Modified
831,1802e701-ab49-448f-88a3-46db31b42e71,651702,API,Olark Chat,No,No,1,5.0,968,1.25,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,02.Medium,02.Medium,13.0,14.0,No,Yes,Email Opened
5165,0e731501-8cf2-430b-a8d3-234670d62101,610341,API,Olark Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
7227,7f21c876-0e07-40ee-9907-8b88c065df51,593999,API,Organic Search,No,No,1,5.0,1184,5.0,SMS Sent,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
3255,323869bb-fc3a-4733-bdd3-ab0dda36c0a4,628832,API,bing,No,No,0,1.0,153,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
